340
0.000000  0.000000
0.075000  0.009966
0.075421  0.013393
0.076671  0.016705
0.078707  0.019789
0.081461  0.022542
0.084839  0.024871
0.088729  0.026698
0.092999  0.027961
0.097504  0.028618
0.102094  0.028646
0.106613  0.028044
0.110909  0.026833
0.114837  0.025053
0.118266  0.022765
0.121078  0.020045
0.123181  0.016986
0.124502  0.013690
0.142165  0.018424
0.143371  0.022561
0.145259  0.026431
0.147774  0.029919
0.150842  0.032924
0.154374  0.035358
0.158266  0.037149
0.162404  0.038246
0.166667  0.038615
0.170929  0.038246
0.175067  0.037150
0.178959  0.035358
0.182491  0.032925
0.185560  0.029919
0.188075  0.026431
0.189963  0.022561
0.191168  0.018424
0.208832  0.021281
0.210037  0.025941
0.211925  0.030300
0.214440  0.034229
0.217509  0.037614
0.221041  0.040355
0.224932  0.042373
0.229070  0.043607
0.233333  0.044023
0.237596  0.043607
0.241734  0.042373
0.245626  0.040355
0.249158  0.037614
0.252226  0.034229
0.254741  0.030300
0.256629  0.025941
0.257835  0.021281
0.275498  0.022838
0.276704  0.027697
0.278592  0.032241
0.281107  0.036338
0.284175  0.039867
0.287707  0.042725
0.291599  0.044829
0.295737  0.046116
0.300000  0.046550
0.304263  0.046116
0.308401  0.044829
0.312293  0.042725
0.315825  0.039867
0.318893  0.036338
0.321408  0.032241
0.323296  0.027697
0.324502  0.022838
0.342165  0.023296
0.343371  0.028082
0.345259  0.032559
0.347774  0.036595
0.350842  0.040072
0.354374  0.042888
0.358266  0.044960
0.362404  0.046228
0.366667  0.046655
0.370929  0.046228
0.375067  0.044960
0.378959  0.042888
0.382491  0.040072
0.385560  0.036595
0.388075  0.032559
0.389963  0.028082
0.391168  0.023296
0.408832  0.022995
0.410037  0.027522
0.411925  0.031755
0.414440  0.035572
0.417509  0.038860
0.421041  0.041523
0.424932  0.043483
0.429070  0.044682
0.433333  0.045086
0.437596  0.044682
0.441734  0.043483
0.445626  0.041523
0.449158  0.038860
0.452226  0.035572
0.454741  0.031756
0.456629  0.027522
0.457835  0.022995
0.475498  0.022070
0.476704  0.026171
0.478592  0.030007
0.481107  0.033465
0.484175  0.036444
0.487707  0.038857
0.491599  0.040633
0.495737  0.041720
0.500000  0.042085
0.504263  0.041720
0.508401  0.040633
0.512293  0.038857
0.515824  0.036445
0.518893  0.033466
0.521408  0.030007
0.523296  0.026171
0.524502  0.022070
0.542165  0.020670
0.543371  0.024162
0.545259  0.027428
0.547774  0.030373
0.550842  0.032909
0.554374  0.034963
0.558266  0.036475
0.562404  0.037400
0.566667  0.037712
0.570929  0.037400
0.575067  0.036475
0.578959  0.034963
0.582491  0.032909
0.585560  0.030373
0.588075  0.027429
0.589963  0.024163
0.591168  0.020671
0.608832  0.019107
0.610037  0.021815
0.611925  0.024347
0.614440  0.026630
0.617509  0.028596
0.621041  0.030189
0.624932  0.031361
0.629070  0.032079
0.633333  0.032320
0.637596  0.032079
0.641734  0.031361
0.645626  0.030189
0.649158  0.028596
0.652226  0.026630
0.654741  0.024347
0.656629  0.021815
0.657835  0.019107
0.675498  0.017158
0.676819  0.019091
0.678921  0.020885
0.681734  0.022480
0.685162  0.023822
0.689091  0.024866
0.693387  0.025576
0.697906  0.025929
0.702496  0.025913
0.707001  0.025528
0.711271  0.024787
0.715160  0.023716
0.718539  0.022350
0.721293  0.020735
0.723329  0.018926
0.724579  0.016984
0.725000  0.014974
0.724579  0.012964
0.723329  0.011022
0.721293  0.009213
0.718539  0.007599
0.715160  0.006232
0.711271  0.005161
0.707001  0.004420
0.702496  0.004035
0.697906  0.004019
0.693387  0.004372
0.689091  0.005082
0.685162  0.006126
0.681734  0.007468
0.678921  0.009063
0.676819  0.010857
0.675498  0.012790
0.657835  0.012556
0.656629  0.009848
0.654741  0.007316
0.652226  0.005033
0.649158  0.003067
0.645626  0.001474
0.641734  0.000302
0.637596  -0.000416
0.633333  -0.000657
0.629070  -0.000415
0.624932  0.000302
0.621041  0.001474
0.617509  0.003067
0.614440  0.005033
0.611925  0.007316
0.610037  0.009848
0.608832  0.012556
0.591168  0.012221
0.589963  0.008729
0.588075  0.005463
0.585560  0.002518
0.582491  -0.000018
0.578959  -0.002072
0.575067  -0.003584
0.570929  -0.004509
0.566667  -0.004821
0.562404  -0.004509
0.558266  -0.003584
0.554374  -0.002072
0.550842  -0.000018
0.547774  0.002518
0.545259  0.005463
0.543371  0.008729
0.542165  0.012221
0.524502  0.012145
0.523296  0.008044
0.521408  0.004208
0.518893  0.000750
0.515824  -0.002229
0.512293  -0.004642
0.508401  -0.006417
0.504263  -0.007504
0.500000  -0.007870
0.495737  -0.007504
0.491599  -0.006417
0.487707  -0.004642
0.484175  -0.002229
0.481107  0.000750
0.478592  0.004208
0.476704  0.008044
0.475498  0.012146
0.457835  0.012042
0.456629  0.007515
0.454741  0.003281
0.452226  -0.000536
0.449158  -0.003823
0.445626  -0.006486
0.441734  -0.008446
0.437596  -0.009645
0.433333  -0.010049
0.429070  -0.009645
0.424932  -0.008446
0.421041  -0.006486
0.417509  -0.003823
0.414440  -0.000535
0.411925  0.003281
0.410037  0.007515
0.408832  0.012042
0.391168  0.011713
0.389963  0.006926
0.388075  0.002450
0.385560  -0.001586
0.382491  -0.005063
0.378959  -0.007879
0.375067  -0.009951
0.370929  -0.011219
0.366667  -0.011646
0.362404  -0.011219
0.358266  -0.009951
0.354374  -0.007879
0.350842  -0.005063
0.347774  -0.001586
0.345259  0.002450
0.343371  0.006927
0.342165  0.011713
0.324502  0.011081
0.323296  0.006222
0.321408  0.001678
0.318893  -0.002419
0.315825  -0.005948
0.312293  -0.008807
0.308401  -0.010910
0.304263  -0.012197
0.300000  -0.012631
0.295737  -0.012197
0.291599  -0.010910
0.287707  -0.008807
0.284175  -0.005948
0.281107  -0.002419
0.278592  0.001678
0.276704  0.006222
0.275498  0.011081
0.257835  0.010005
0.256629  0.005345
0.254741  0.000986
0.252226  -0.002943
0.249158  -0.006328
0.245626  -0.009069
0.241734  -0.011087
0.237596  -0.012322
0.233333  -0.012737
0.229070  -0.012322
0.224932  -0.011087
0.221041  -0.009069
0.217509  -0.006328
0.214440  -0.002943
0.211925  0.000986
0.210037  0.005345
0.208832  0.010005
0.191168  0.008413
0.189963  0.004275
0.188075  0.000406
0.185560  -0.003083
0.182491  -0.006088
0.178959  -0.008521
0.175067  -0.010313
0.170929  -0.011409
0.166667  -0.011778
0.162404  -0.011409
0.158266  -0.010313
0.154374  -0.008521
0.150842  -0.006088
0.147774  -0.003082
0.145259  0.000406
0.143371  0.004276
0.142165  0.008413
0.124502  0.006242
0.123181  0.002947
0.121078  -0.000113
0.118266  -0.002832
0.114837  -0.005120
0.110909  -0.006900
0.106613  -0.008111
0.102094  -0.008713
0.097504  -0.008685
0.092999  -0.008028
0.088729  -0.006765
0.084839  -0.004938
0.081461  -0.002609
0.078707  0.000144
0.076671  0.003228
0.075421  0.006540
