
Frec.inicial= 250, Frec.maxima=1000
Aceleraci¢n=3705.32 pasos/s2
Numrero de pasos para aceleraci¢n m=128

m	Tm(ms)		Intervalo(ms)	Freq(Hz)	Qm
1	0.000		4.0000		 250		248
2	4.000		3.7819		 264		234
3	7.782		3.5960		 278		222
4	11.378		3.4351		 291		212
5	14.813		3.2940		 304		204
6	18.107		3.1690		 316		196
7	21.276		3.0573		 327		189
8	24.333		2.9566		 338		182
9	27.290		2.8652		 349		177
10	30.155		2.7818		 359		171
11	32.937		2.7053		 370		167
12	35.642		2.6348		 380		162
13	38.277		2.5695		 389		158
14	40.847		2.5089		 399		154
15	43.355		2.4523		 408		151
16	45.808		2.3994		 417		148
17	48.207		2.3498		 426		144
18	50.557		2.3032		 434		142
19	52.860		2.2592		 443		139
20	55.119		2.2176		 451		136
21	57.337		2.1783		 459		134
22	59.515		2.1410		 467		131
23	61.656		2.1055		 475		129
24	63.762		2.0717		 483		127
25	65.833		2.0396		 490		125
26	67.873		2.0088		 498		123
27	69.882		1.9794		 505		121
28	71.861		1.9513		 512		120
29	73.813		1.9244		 520		118
30	75.737		1.8985		 527		116
31	77.635		1.8736		 534		115
32	79.509		1.8497		 541		113
33	81.359		1.8267		 547		112
34	83.186		1.8045		 554		110
35	84.990		1.7831		 561		109
36	86.773		1.7625		 567		108
37	88.536		1.7426		 574		107
38	90.278		1.7233		 580		105
39	92.001		1.7046		 587		104
40	93.706		1.6866		 593		103
41	95.393		1.6691		 599		102
42	97.062		1.6521		 605		101
43	98.714		1.6356		 611		100
44	100.349		1.6197		 617		99
45	101.969		1.6041		 623		98
46	103.573		1.5891		 629		97
47	105.162		1.5744		 635		96
48	106.737		1.5601		 641		95
49	108.297		1.5462		 647		94
50	109.843		1.5327		 652		93
51	111.376		1.5196		 658		93
52	112.895		1.5067		 664		92
53	114.402		1.4942		 669		91
54	115.896		1.4820		 675		90
55	117.378		1.4701		 680		90
56	118.848		1.4584		 686		89
57	120.307		1.4471		 691		88
58	121.754		1.4360		 696		87
59	123.190		1.4251		 702		87
60	124.615		1.4145		 707		86
61	126.029		1.4042		 712		85
62	127.434		1.3940		 717		85
63	128.828		1.3841		 723		84
64	130.212		1.3744		 728		84
65	131.586		1.3648		 733		83
66	132.951		1.3555		 738		82
67	134.306		1.3464		 743		82
68	135.653		1.3374		 748		81
69	136.990		1.3287		 753		81
70	138.319		1.3200		 758		80
71	139.639		1.3116		 762		80
72	140.951		1.3033		 767		79
73	142.254		1.2952		 772		79
74	143.549		1.2872		 777		78
75	144.836		1.2794		 782		78
76	146.116		1.2717		 786		77
77	147.387		1.2641		 791		77
78	148.652		1.2567		 796		76
79	149.908		1.2494		 800		76
80	151.158		1.2423		 805		75
81	152.400		1.2352		 810		75
82	153.635		1.2283		 814		74
83	154.863		1.2215		 819		74
84	156.085		1.2148		 823		74
85	157.300		1.2082		 828		73
86	158.508		1.2017		 832		73
87	159.710		1.1953		 837		72
88	160.905		1.1891		 841		72
89	162.094		1.1829		 845		72
90	163.277		1.1768		 850		71
91	164.454		1.1708		 854		71
92	165.625		1.1649		 858		70
93	166.790		1.1591		 863		70
94	167.949		1.1534		 867		70
95	169.102		1.1477		 871		69
96	170.250		1.1422		 876		69
97	171.392		1.1367		 880		69
98	172.529		1.1313		 884		68
99	173.660		1.1259		 888		68
100	174.786		1.1207		 892		68
101	175.906		1.1155		 896		67
102	177.022		1.1104		 901		67
103	178.132		1.1054		 905		67
104	179.238		1.1004		 909		66
105	180.338		1.0955		 913		66
106	181.434		1.0907		 917		66
107	182.524		1.0859		 921		65
108	183.610		1.0812		 925		65
109	184.691		1.0765		 929		65
110	185.768		1.0719		 933		65
111	186.840		1.0674		 937		64
112	187.907		1.0629		 941		64
113	188.970		1.0585		 945		64
114	190.029		1.0541		 949		64
115	191.083		1.0498		 953		63
116	192.133		1.0455		 956		63
117	193.178		1.0413		 960		63
118	194.219		1.0372		 964		62
119	195.257		1.0331		 968		62
120	196.290		1.0290		 972		62
121	197.319		1.0250		 976		62
122	198.344		1.0210		 979		61
123	199.365		1.0171		 983		61
124	200.382		1.0132		 987		61
125	201.395		1.0094		 991		61
126	202.404		1.0056		 994		60
127	203.410		1.0019		 998		60
128	204.412		1.0000		 100		60
